SKU;EAN;Nazwa;Marka;Kategoria;Cena_brutto_PLN;Cena_netto_PLN;VAT_procent;Cena_poprzednia;Cena_zakupu;Stan;Waga_kg;Zdjecia_URL;Krotki_opis;Opis_HTML;ID_dostawcy;Zrodlo
329B/R;5905247688576;Dasta pas nośny do broni z antyposlizgową gumą - czarny;Dasta;*Kategoria tymczasowa;45;36.59;23;;;3;0.062;https://hurt.sharg.pl/hpeciai/65588bc9f5a181752a416a8d0795b3b2/125289_3.webp|https://hurt.sharg.pl/hpeciai/57d0eb40425bd21a67f0d5b322e65c30/125289_1.webp|https://hurt.sharg.pl/hpeciai/85c258d42c71dc8266514012543f7916/125289_2.webp;;;125289;sharg
328;5905247688569;Dasta pas nośny do broni z antyposlizgową gumą - brązowy;Dasta;*Kategoria tymczasowa;70;56.91;23;;;3;0.108;https://hurt.sharg.pl/hpeciai/005dbc7643e13ed9131b5cc81f8d7fcb/125290_3.webp|https://hurt.sharg.pl/hpeciai/5d6bb184cdbc9a77ff1ae75ed4938af4/125290_2.webp|https://hurt.sharg.pl/hpeciai/224b0284224c51bb048b5692e03624dc/125290_1.webp;;;125290;sharg
297-3;5905247688552;Dasta uniwersalna ładownica na magazynki 9 mm o pojemności 15–18 naboi - black;Dasta;*Kategoria tymczasowa;43;34.96;23;;;10;0.055;https://hurt.sharg.pl/hpeciai/f95ee2a93a60020f2623752fd3934b4c/125291_1.webp;;;125291;sharg
268;5905247688521;Dasta uniwersalna podwójna ładownica na magazynki pistoletowe - black;Dasta;*Kategoria tymczasowa;68;55.28;23;;;10;0.094;https://hurt.sharg.pl/hpeciai/8b77f45d466e95c14d31865869a7e48d/125294_1.webp;;;125294;sharg
259 E4;5905247688514;Kabura Datsa na gaz pieprzowy lub latarkę Ø 33 / 100 mm - czarna;Dasta;*Kategoria tymczasowa;35;28.46;23;;;3;0.042;https://hurt.sharg.pl/hpeciai/df2c674dcfe2983430b2e36f45feb3a4/125295_1.webp|https://hurt.sharg.pl/hpeciai/57e2280084ece031443d0478822f7f04/125295_2.webp|https://hurt.sharg.pl/hpeciai/19b6377124f2d7b6b2876e7a312882a0/125295_3.webp;;;125295;sharg
238-3;5905247688453;Kabura Dasta na kajdanki zawiasowe - czarna;Dasta;*Kategoria tymczasowa;48;39.02;23;;;4;0.055;https://hurt.sharg.pl/hpeciai/738a37e9d68e11d5793bbf87205a02c9/125301_1.webp;;;125301;sharg
238-2;5905247688446;Kabura policyjna Dasta na kajdanki łańcuszkowe lub zawiasowe, profilowana - czarna;Dasta;*Kategoria tymczasowa;53;43.09;23;;;3;0.059;https://hurt.sharg.pl/hpeciai/6c0a21dcceb122aa653034813a2a4cdb/125302_1.webp;;;125302;sharg
230;5905247688422;"Pokrowiec Dasta na broń krótką Pistolet 6"" lub Rewolwer 4''";Dasta;*Kategoria tymczasowa;80;65.04;23;;;7;0.212;https://hurt.sharg.pl/hpeciai/488a284e606c670c64c47deda5eb8ce6/125304_2.webp;;;125304;sharg
229 B;5905247688415;"Pokrowiec Dasta na broń krótką Pistolet 5"" lub Rewolwer 3''";Dasta;*Kategoria tymczasowa;80;65.04;23;;;10;0.178;https://hurt.sharg.pl/hpeciai/c732b633fcb9d1659ef61098904f18b2/125305_3.webp;;"<p><strong>Pokrowiec Dasta na broń krótką Pistolet 5"" lub Rewolwer 3""</strong> to praktyczny model przeznaczony do przechowywania i transportu <strong>broni krótkiej</strong>. Wariant ten został dopasowany do jednostek odpowiadających pistoletowi 5"" lub rewolwerowi 3"", dzięki czemu dobrze sprawdza się jako poręczne i uporządkowane rozwiązanie do codziennego użytkowania.</p>   <p><strong>Przeznaczenie</strong> - model marki <strong>Dasta</strong> został przygotowany z myślą o użytkownikach, którzy szukają prostego pokrowca do pistoletu lub rewolweru o określonych gabarytach. Taka forma ułatwia wygodne przechowywanie wyposażenia i lepsze dopasowanie pokrowca do konkretnego typu broni krótkiej.</p>   <p><strong>Kompaktowa forma</strong> i jasno określona kompatybilność sprawiają, że pokrowiec będzie dobrym wyborem dla osób, które cenią funkcjonalność, porządek i wygodę transportu. To uniwersalne akcesorium, które można łatwo dopasować do wyposażenia strzeleckiego lub kolekcjonerskiego.</p>   <p><strong>Dane techniczne:</strong><br /> Nazwa: Pokrowiec Dasta na broń krótką Pistolet 5"" lub Rewolwer 3""<br /> Typ: pokrowiec na broń krótką<br /> Kompatybilność: pistolet 127.0 mm / 5.00"" lub rewolwer 76.2 mm / 3.00""<br /> Symbol: 229 B<br /> EAN: 5905247688415<br /> Producent: Dasta</p>   <p>Opracowanie: firma <strong>Sharg&reg;</strong></p>";125305;sharg
218-2 RH;5905247688408;Kabura Dasta na szelkach horyzontalna do Glock 17/19, SIG P-226/228, HK-USP, Walther P-99 - prawa;Dasta;*Kategoria tymczasowa;128;104.07;23;;;8;0.163;https://hurt.sharg.pl/hpeciai/8af05095e011449d81b8768f1effeff0/125306_1.webp;;;125306;sharg
215-1/KZ;5905247688392;Kabura Dasta na szelkach wertykalna do CZ 75/85, CZ 75 SP-01, CZ P-07, Glock 17, HK USP, SIG P-226, SIG SP2022, Walther P-99, Beretta 92 - obustronna;Dasta;*Kategoria tymczasowa;128;104.07;23;;;3;0.195;https://hurt.sharg.pl/hpeciai/f69988ad38cc53509243f56ce8b3901e/125307_1.webp;;;125307;sharg
212-3;5905247688385;Kabura Dasta wewnętrzna do CZ 75 D Compact, CZ P-10C, HK-USP - prawa;Dasta;*Kategoria tymczasowa;70;56.91;23;;;1;0.081;https://hurt.sharg.pl/hpeciai/6d43b1d0ad247299daad2ff3be476945/125308_1.webp;;;125308;sharg
212-2;5905247688378;Kabura Dasta wewnętrzna do CZ 75 SP-01, CZ P-09, CZ P-10F, Glock 17/19, HK-USP, SIG P-228/226, Walther P-99, Beretta 92 - prawa;Dasta;*Kategoria tymczasowa;70;56.91;23;;;8;0.086;https://hurt.sharg.pl/hpeciai/3bb6eb08fb1858d4a0cf61a3b990c312/125309_1.webp;;;125309;sharg
ExB-21HE-KH-BK BH-54;8594007496291;Pałka teleskopowa hartowana ESP Ergonomic 21'' Khaki (ExB-21HE-KH-BK BH-54);ESP - Euro Security Products;OFERTA/SAMOOBRONA/PAŁKI TELESKOPOWE, TONFY, KUBOTANY, DŁUGOPISY TAKTYCZNE;208;169.11;23;;;0;0.578;https://hurt.sharg.pl/hpeciai/2bcf11641fa8fcae0ebb848fd8f9c693/125313_7.webp|https://hurt.sharg.pl/hpeciai/dbfa1a553d5b32c9695421126056aa6f/125313_2.webp;"ExB-21HE KH-BK BH-54 Ergonomic hartowana 21"" pałka teleskopowa typu Friction Lock w kolorze Khaki. W zestawie w profesjonalny obrotowy uchwyt BH-54 z mocowaniem UBC-5 (Quick Change System). Najpopularniejszy model batona używany przez służby mundurowe.";"<p style=""text-align: justify;""><strong>ExB-21HE KH-BK BH-54</strong> profesjonalna hartowana pałka teleskopowa <strong>Friction  Lock</strong> o długości <strong>21 cala</strong> (530 mm) <span>z rękojeścią typu </span><strong>Ergonomic. </strong><span>Wersja </span><strong>militarna</strong><span> w kolorze </span><strong>khaki. </strong><span>W zestawie profesjonalny</span><span> </span><strong>obrotow</strong><span>y </span><strong>uchwyt BH-54</strong> umożliwiający automatycznie rozłożenie<strong> </strong>pałki podczas wyjmowania <span>z mocowaniem</span><span> </span><strong>UBC-5</strong><span> wyposażonym w systemem </span><span>szybkiego wypięcia ładownicy <strong>Quick Change system.</strong></span></p> <p style=""text-align: justify;""><span><strong>Rękojeść </strong>w kolorze <strong>khaki </strong>– profilowany, <strong>ergonomiczny </strong>chwyt typu <strong>HE</strong> (Ergonomic Grip) zapewnia pełną kontrolę nad pałką teleskopową podczas użycia. Wykonana z elastycznej, <strong>antyalergicznej </strong>syntetycznej gumy, gwarantuje pewny i komfortowy uchwyt nawet w trudnych warunkach - nie wyślizguje się z mokrej dłoni. Dzięki solidnemu połączeniu z korpusem pałki, rękojeść cechuje się wysoką odpornością na uszkodzenia mechaniczne i trwałość. Idealna do intensywnego, profesjonalnego użytkowania.</span></p> <p style=""text-align: justify;""><span><strong data-start=""0"" data-end=""9"" data-is-only-node="""">BH-54</strong> – profesjonalny, obrotowy <strong>uchwyt na pałkę teleskopową.</strong> Wyposażony w<strong> wsuwane na pas</strong> mocowanie transportowe <strong data-start=""109"" data-end=""119"">UBC-05</strong> z systemem szybkiego wypięcia<strong data-start=""122"" data-end=""173""> Quick Change System</strong>. </span><span>Przeznaczone do batonów typu <strong>Friction Loc </strong>o długości <strong>16"", 18""</strong> oraz <strong>21""</strong>(nie pasuje do batonów ESP Compact). Umożliwia przenoszenie pałki zarówno złożonej, jak i rozłożonej w pozycji <strong>pionowej, poziomej</strong> lub <strong>dowolnej.</strong> </span></p> <p style=""text-align: justify;""><span><strong>UBC-05</strong> - uniwersalne mocowanie <strong>wsuwane na pas</strong><strong>.</strong> Umożliwia szybkie wypięcie </span><span>uchwytu <strong>BH-54</strong></span><span><strong> </strong>z <strong>mocowania UBC-05</strong> i jego wymianę na jakiegokolwiek inny uchwyt z mechanizmem rotującym<strong> Quick Change System </strong>(np. uchwytu na latarkę, gaz, magazynek itp.).<strong> </strong></span><span>Mocowanie <strong>UBC-05 </strong>pasuje do większości pasów o szerokości <strong>32-50 mm,</strong> a po wyjęciu ogranicznika nawet <strong>60 mm</strong> - pas policyjny / duty belt. W celu uniknięcia przesuwania się sprzętu na pasie np. podczas biegu, mocowanie wyposażono w dwie śruby regulacyjne, którymi blokujemy <strong>UBC-05</strong> w wymaganym na pasie miejscu. Opatentowana konstrukcja umożliwia obrót <strong>uchwytu </strong>o pełne <strong>360°</strong> w jednej <strong>z 16 zdefiniowanych pozycji. </strong></span><span>Siłę potrzebną do obrotu <strong>uchwytu </strong>można regulować, dokręcając śrubę według własnych potrzeb. </span><span>Możliwość dobrania kąta położenia uchwytu zwiększa komfort przenoszenia, a w sytuacji zagrożenia umożliwia błyskawiczne jego dobycie.</span></p> <p style=""text-align: justify;""><span><strong>Stal</strong> - odporny na rozciąganie <strong>Cro-Mo 4130</strong> niskowęglowy stop zawierający <strong>chrom</strong> oraz<strong> molibden</strong> (wytrzymuje duże obciążenia rozciągania, zginania oraz zrywania). Do produkcji elementów użyto <strong>bezszwowych rur</strong> ciągnionych na zimno klasy CSN 12060 (Czech standard) = CK55 - DIN 17200, C55E - EN 10083-1 + A1 ze stali Cro-Mo 4130.</span></p> <p style=""text-align: justify;""><span><strong>Twardość</strong> - stalowe elementy zahartowano do <strong>40-50 HRC,</strong> gwarantuje to dużą odporność pałki na odkształcenia podczas intensywnego użytkowania.</span></p> <p style=""text-align: justify;""><strong>Powłoka</strong><span> - metalowe elementy pałki pokryto </span><span>charakteryzującą się dużą odpornością</span><span> na ścieranie warstwą </span><strong>niklowo-cynkową</strong><span> (Ni-ZN) </span><span>w kolorze </span><strong>czarnym.</strong></p> <p style=""text-align: justify;""><strong>Ważne!</strong><span> </span><span>Dotyczy</span><span> </span><strong>nowej pałki teleskopowe</strong><span><strong>j.</strong> Ze względu na precyzyjne spasowanie bezszwowych rur, nowa pałka może stawiać opór przy pierwszym składaniu. Dla zapewnienia prawidłowego działania, zalecamy kilkukrotne rozłożenie i złożenie batona <strong>bez użycia nadmiernej siły.</strong></span></p> <p style=""margin: 0pt;""><strong>Dane techniczne:</strong><br>Numer produktu: EXB-21HE-KH-BK BH-54<br>Nazwa: <span>Friction Loc Khaki Hardened Expandable Baton 21"", Ergonomic Handle</span><br>System blokowania: Friction Lock<br><br>Długość pałki złożonej: <span>210.0 mm / 8.27""</span><br>Długość pałki rozłożonej: <span>530.0 mm /20,87""</span><br>Średnica rękojeści: 27.0 mm / 1.06""<br>Waga: <span>440.0 g / 15.52 oz<br><br>Wykończenie: Black Ni-Zn<br>Rodzaj stali: SAE / AISI 4130, DIN CK 55</span><br><br>Rodzaj rękojeści: Guma Typ-HE (ergonomiczna, antypoślizgowa)<br>Kolor rękojeści: Khaki<br>Uchwyt: Swiveling Holder BH-54, Quick Change System<br>Mocowanie: UBC-05<br>Kolor: Khaki<br><br></p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;"">Marka: ESP</p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;"">Producent: <strong>E</strong>uro <strong>S</strong>ecurity <strong>P</strong>roducts<br>Kraj pochodzenia:<span> Republika Czeska</span></p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;""> </p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;"">Opracowanie: firma<span> </span><strong>Sharg®</strong></p>";125313;sharg
ExBTTO-16H-BK;8596638002230;Pałka teleskopowa hartowana ESP Easy Lock 16'' (ExBTTO-16H-BK);ESP - Euro Security Products;OFERTA/SAMOOBRONA/PAŁKI TELESKOPOWE, TONFY, KUBOTANY, DŁUGOPISY TAKTYCZNE;358;291.06;23;;;4;0.4;https://hurt.sharg.pl/hpeciai/897c76f665b1b8bde142eed62c47b1c3/125314_2.webp|https://hurt.sharg.pl/hpeciai/3619db097eb1d2760cee1f9821190957/125314_1.webp;"ExBTTO-16H-BK innowacyjna hartowana pałka teleskopowa Easy Lock o długości 16"" z antypoślizgowym uchwytem i okrągłą bardziej kompaktową końcówką Round ending. Baton przeznaczony do skrytego przenoszenia jak najbliżej ciała. Wersja bez uchwytu/mocowania.";"<p style=""text-align: justify;""><strong>ExBTO-16H-BK,</strong> innowacyjna hartowana pałka teleskopowa <strong>Easy Lock</strong> o długości <strong>16 cala</strong> z okrągłą końcówką rękojeści <strong>Round ending. </strong><span>Środek przymusu bezpośredniego, przeznaczony do skrytego przenoszenia, jak najbliżej ciała, wersja bez <strong>uchwytu / mocowania.</strong></span></p> <p style=""text-align: justify;""><strong><span>Easy Lock</span> </strong>ustanawia nowe standardy w dziedzinie technologii obronnych. Klasyczną pałkę typu<span> </span><strong>Friction Lock</strong><span> </span>otwiera się za pomocą energicznego ruchu nadgarstkiem.<span> </span><strong>Easy Lock</strong> można otworzyć dwójnasób, standardowo za pomocą wymachu lub rozłożyć pociągając za końcówkę batona. Ten drugi sposób przynosi korzyść w sytuacjach, w których zależy nam na dyskrecji lub gdy okoliczności nie pozwalają na wykonanie pełnego wymachu. Pałkę można zamknąć za pomocą jednej ręki, wystarczy zwolnić blokadę<span> </span><strong>Easy Lock,</strong><span> </span>naciskając umieszczony na końcu rękojeści przycisk zwalniający i opierając końcówkę o jakąkolwiek powierzchnię złożyć baton.</p> <p style=""text-align: justify;""><strong>Rękojeść</strong><span> </span>-<span> </span><span>w kolorze </span><strong>black. </strong>Uchwyt<span> </span><strong>typu H</strong> (Anti-slip) <span>o chropowatej powierzchni ogranicza możliwość wyrwania pałki z ręki. Wykonany z antyalergicznej, antypoślizgowej syntetycznej gumy dobrze leży w dłoni. </span>Dzięki wyjątkowo trwałemu połączeniu moletowanej okładziny z pałką teleskopową niezwykle wytrzymały i łatwy do uchwycenia.</p> <p style=""text-align: justify;""><span><strong>Stal</strong><span> </span>- odporny na rozciąganie<span> </span><strong>Cro-Mo 4130</strong> niskowęglowy stop zawierający<span> </span><strong>chrom</strong><span> </span>oraz<strong><span> </span>molibden</strong><span> </span>(wytrzymuje duże obciążenia rozciągania, zginania oraz zrywania). Do produkcji elementów użyto<span> </span><strong>bezszwowych rur</strong><span> </span>ciągnionych na zimno klasy CSN 12060 (Czech standard) = CK55 - DIN 17200, C55E - EN 10083-1 + A1 ze stali Cro-Mo 4130.</span></p> <p style=""text-align: justify;""><span><strong>Twardość</strong><span> </span>- stalowe elementy zahartowano do<span> </span><strong>40-50 HRC,</strong><span> </span>gwarantuje to dużą odporność pałki na odkształcenia podczas intensywnego użytkowania.</span></p> <p style=""text-align: justify;""><span><strong>Powłoka</strong><span> </span>- pałkę pokryto charakteryzującą się dużą odpornością na ścieranie warstwą<span> </span><strong>niklowo-cynkową</strong><span> </span>(Ni-ZN) w kolorze<strong><span> </span>czarnym.</strong></span></p> <p style=""text-align: justify;""><span><strong>Ważne!</strong><span> </span>W przypadku<span> </span><strong>nowej pałki teleskopowej</strong> mogą pojawić się utrudnienia związane z pierwszym zamknięciem. Aby baton działał<span> </span><strong>sprawnie i prawidłowo dotarł się</strong><span> </span>zalecamy kilkukrotnie rozłożyć go<span> </span><strong>bez użycia nadmiernej siły.</strong></span></p> <p><strong>Dane techniczne:</strong><br>Numer produktu: ExBTO-16H-BK<br>Nazwa: <span>Easy Lock </span>Black Hardened Expandable Baton 16"", Anti-slip Handle<br>System blokowania: Easy Lock</p> <p>Długość pałki rozłożonej: 410.0 mm / 16.0""<br>Długość pałki złożonej: 189.0 mm / 7.44""<br>Średnica rękojeści: 27.0 mm / 1.06""<br>Waga: 400.0 g / 14.11 oz</p> <p>Wykończenie: Black Ni-Zn<br>Rodzaj stali AISI/SAE: 4130</p> <p>Rodzaj rękojeści: <span>Ergonomic type HE (ergonomiczna)</span><br>Kolor rękojeści: Black</p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;"">Marka: ESP</p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;"">Producent:<span> </span><strong>E</strong>uro<span> </span><strong>S</strong>ecurity<span> </span><strong>P</strong>roducts<br>Kraj pochodzenia:<span> Republika Czeska</span></p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;""> </p> <p style=""text-align: justify; margin: 0pt 0pt 0pt 0pt;"">Opracowanie: firma<span> </span><strong>Sharg®</strong></p>";125314;sharg
ExBTTO-16HE-BK;8596638002254;Pałka teleskopowa hartowana ESP Ergonomic Easy Lock 16'' (ExBTTO-16HE-BK);ESP - Euro Security Products;*Kategoria tymczasowa;358;291.06;23;;;4;0.43;https://hurt.sharg.pl/hpeciai/396dfd14200f3eec14fca738282d69d5/125316_4.jpg|https://hurt.sharg.pl/hpeciai/ae83d4ac58627b0494bc75bb511e6138/125316_3.jpg;;;125316;sharg
